ar,country_ar,en,country_en
 عزلة بيت مران, اليمن, `Ozlat Bayt Maran,Yemen
 عزيز, الجزائر, Aziz,Algeria
 عسلاية, السودان, Asalaya,Sudan
 عسيلان, اليمن, `Usaylan,Yemen
 عشعاشة, الجزائر, Achacha,Algeria
 عشق آباد, تركمانستان, Ashgabat,Turkmenistan
 عشيرة, السعودية, Ushayrah,Saudi Arabia
 عصب, الامارات العربية المتحدة, Asab,United Arab Emirates
 عصب, اريتريا, Assab,Eritrea
 عصب, اريتريا, Assab,Eritrea
 عصيره الشماليّه, فلسطين, Asira ash-Shamaliya, Palestinian
 عضلة, الصومال, Cadale,Somalia
 عطارد, مالطا, Attard,Malta
 عطبرة, السودان, Atbara,Sudan
 عفار, اثيوبيا, Afar Region,Ethiopia
 عفرين, سوريا, Afrin,Syrian Arab Republic
 عفك, العراق, Afak,Iraq
 عفيف, السعودية, Afif,Saudi Arabia
 عقابة, فلسطين, Aqaba, Palestinian
 عقارب, تونس, Agareb,Tunisia
 عقاز, الجزائر, Oggaz,Algeria
 عقربا, فلسطين, Aqraba, Palestinian
 عقلة الصقور, السعودية, Uglat Asugour,Saudi Arabia
 عكيكة, العراق, Akaika,Iraq
 علايلي دادا, جيبوتي, Alaili Dadda,Djibouti
 علي آباد, باكستان, Aliabad,Pakistan
 علي الشرقي, العراق, Ali ash Sharqi,Iraq
 علي الغربي, العراق, Ali al Gharbi,Iraq
 علي صباح السالم, الكويت, Ali Subah Al Salem,Kuwait
 علي صبيح, جيبوتي, Ali Sabieh,Djibouti
 علي صبيح, جيبوتي, Ali Sabieh,Djibouti
 علي صبيح, جيبوتي, Ali Sabieh Region,Djibouti
 علي عدي, جيبوتي, `Ali `Adde,Djibouti
 علي منجلي, الجزائر, Ali Mendjeli,Algeria
 عليكرة, الهند,Aligarh,India
 عماطور, لبنان, Ammatour,Lebanon
 عمان, الأردن, Amman,Jordan
 عمان, عمان, Oman,Oman
 عمد, اليمن, `Amd,Yemen
 عمدون, تونس, Zahret Medien,Tunisia
 عمران, اليمن, `Amran,Yemen
 عمرانية, تركيا,Ümraniye,Turkey
 عموشة, الجزائر,Amoucha,Algeria
 عمي موسى, الجزائر, Ammi Moussa,Algeria
 عنابة, الجزائر, Annaba,Algeria
 عناتا, فلسطين, 'Anata, Palestinian
 عنتاب, تركيا, Gaziantep,Turkey
 عنجر, لبنان, Anjar,Lebanon
 عنجرة, الأردن, Anjara,Jordan
 عندان, سوريا, `Anadan,Syrian Arab Republic
 عنك, السعودية, `Inak,Saudi Arabia
 عنكاوة, العراق, Ankawa,Iraq
 عنه الجديدة, العراق, Anah,Iraq
 عنيزة, السعودية, Unaizah,Saudi Arabia
 عوالي, البحرين, Awali,Bahrain
 عودوين, الصومال, Odweine,Somalia
 عيرجابو, الصومال, Erigavo,Somalia
 عين أرنات, الجزائر, Aïn Arnat,Algeria
 عين أزال, الجزائر,Aïn Azal,Algeria
 عين أمناس, الجزائر, In Amenas,Algeria
 عين ابن فهيد, السعودية, Ayn Ibn Fuhayd,Saudi Arabia
 عين الأربعاء, الجزائر, Ain El Arbaa,Algeria
 عين الإبل, الجزائر, Ain El Ibel,Algeria
 عين الباشا, الأردن, Ayn al Basha,Jordan
 عين البرد, الجزائر, Ain El Berd,Algeria
 عين البنيان, الجزائر, Ain Benian,Algeria
 عين البية, الجزائر, Ain El Bia,Algeria
 عين البيضاء, الجزائر, Ain Beida,Algeria
 عين البيضاء حريش, الجزائر, Ain Beida Harriche,Algeria
 عين الترك, الجزائر, Ain Turk,Algeria
 عين التوتة, الجزائر, Aïn Touta,Algeria
 عين الحجر, الجزائر, Ain El Hadjar,Algeria
 عين الحجل, الجزائر,Aïn El Hadjel,Algeria
 عين الحديد, الجزائر, Ain El Hadid,Algeria
 عين الحمام, الجزائر, Ain El Hammam,Algeria
 عين الخضراء, الجزائر, Ain Khadra,Algeria
 عين الدفلى, الجزائر, Ain Defla,Algeria
 عين الديس, الجزائر, Ain Eddis,Algeria
 عين الذهب, الجزائر, Ain Deheb,Algeria
 عين الزرقاء, الجزائر, Ain Zerga,Algeria
 عين السلطان, الجزائر,Aïn Soltane,Algeria
 عين الصفراء, الجزائر, Ain Sefra,Algeria
 عين الصنب, الجزائر,Oum El Adhaim,Algeria
 عين العرب, سوريا, Kobani,Syrian Arab Republic
 عين العسل, الجزائر, Ain El Assel,Algeria
 عين العودة, المغرب, Aïn El Aouda,Morocco
 عين الكبيرة, الجزائر, Aïn El Kebira,Algeria
 عين الملح, الجزائر, Ain El Melh,Algeria
 عين الناقة, الجزائر, Ain Naga,Algeria
 عين النعجة, الجزائر, Ain Naadja,Algeria
 عين بسام, الجزائر, Aïn Bessem,Algeria
 عين بني مطهر, المغرب, Aïn Bni Mathar,Morocco
 عين بوسيف, الجزائر, Ain Boucif,Algeria
 عين تادلس, الجزائر, Ain Tedles,Algeria
 عين تالوت, الجزائر, Ain Tallout,Algeria
 عين تاوجدات, المغرب, Ain Taoujdate,Morocco
 عين ترما, سوريا, `Ayn Tarma,Syrian Arab Republic
 عين تموشنت, الجزائر, Ain Temouchent,Algeria
 عين جاسر, الجزائر, Ain Djasser,Algeria
 عين حرودة, المغرب, Aïn Harrouda,Morocco
 عين دراهم, تونس, Aïn Draham,Tunisia
 عين دكار, الجزائر, Ain Doukar,Algeria
 عين زارة, ليبيا, Ain Zara,Libya
 عين زارة الوسط, ليبيا, Ain Zara center,Libya
 عين سعادة, لبنان, Ain Saadeh,Lebanon
 عين سفني, العراق, En Sifne,Iraq
 عين سمارة, الجزائر, Ain Smara,Algeria
 عين شرشار, الجزائر, Ain Charchar,Algeria
 عين صالح, الجزائر, In Salah,Algeria
 عين طارق, الجزائر, Ain Tarik,Algeria
 عين طاية, الجزائر, Ain Taya,Algeria
 عين عباسة, الجزائر, Ain Abessa,Algeria
 عين عبيد, الجزائر, Aïn Abid,Algeria
 عين عتيق, المغرب, Aïn Attig,Morocco
 عين عيسى, سوريا, `Ayn `Isa,Syrian Arab Republic
 عين فكرون, الجزائر, Ain Fakroun,Algeria
 عين قزام, الجزائر, In Guezzam,Algeria
 عين قشرة, الجزائر, Ain Kechra,Algeria
 عين كرشة, الجزائر, Ain Kercha,Algeria
 عين مران, الجزائر, Ain Merane,Algeria
 عين مليلة, الجزائر, Ain Mlila,Algeria
 عين منين, سوريا, Manīn,Syrian Arab Republic
 عين نويسي, الجزائر, Ain Nouissy,Algeria
 عين وسارة, الجزائر, Ain Oussara,Algeria
 عين ولمان, الجزائر, Ain Oulmane,Algeria
 عين يوسف, الجزائر, Ain Youcef,Algeria
 عيون الجواء, السعودية, Al Jiwa,Saudi Arabia
 عيون موسى, مصر, Uyun Musa,Egypt
 غألدو, السودان, Guldo,Sudan
 غأنك, موريتانيا, Ganki,Mauritania
 غابيلي, الصومال, Gebiley,Somalia
 غات, ليبيا, Ghat,Libya
 غار الدماء, تونس, Ghardimaou,Tunisia
 غاربهاارآي, الصومال, Garbahaareey,Somalia
 غارميش-بارتنكيرشن, ألمانيا,Garmisch-Partenkirchen,Germany
 غارو, باكستان, Gharo,Pakistan
 غاروا, الكاميرون, Garoua,Cameroon
 غاروي, الصومال, Garoowe,Somalia
 غاريسا, كينيا,Garissa,Kenya
 غازي آباد, الهند, Ghaziabad,India
 غازي عثمان باشا, تركيا, Gaziosmanpaşa,Turkey
 غازيباشا, تركيا,Gazipaşa,Turkey
 غالاتس, رومانيا,Galați,Romania
 غالدار, أسبانيا,Gáldar,Spain
 غالي, سريلانكا, Galle,Sri Lanka
 غاليتش, روسيا, Galich,Russian Federation
 غاماغوري، آيتشي, اليابان, Gamagori,Japan
 غامبيا, غامبيا, The Gambia,Gambia
 غانا, غانا, Ghana,Ghana
 غانتشو, الصين, Ganzhou,China
 غانتوك, الهند, Gangtok,India
 غاندربل, الهند,Ganderbal,India
 غاندي نغر, الهند,Gandhinagar,India
 غانديدهام, الهند, Gandhidham,India
 غانزي, بتسوانا,Ghanzi,Botswana
 غانيوا, ساحل العاج,Gagnoa,Cote d’Ivoire
 غاو, مالي, Gao,Mali
 غاوزو, الصين, Gaozhou,China
 غايا, الهند, Gaya,India
 غايا, النيجر,Gaya,Niger
 غباغيب, سوريا, Ghabaghib,Syrian Arab Republic
 غبيري, لبنان, Ghobeiry,Lebanon
 غبيش, السودان, Ghubaysh,Sudan
 غجو, باكستان, Gujo,Pakistan
 غدامس, ليبيا, Ghadames,Libya
 غدانسك, بولندا, Gdansk,Poland
 غداني, باكستان, Gaddani,Pakistan
 غدوة, ليبيا, Ghadduwah,Libya
 غراتس, النمسا, Graz,Austria
 غراس فالي، نيفادا، كاليفورنيا, الولايات المتحدة,Grass Valley,United States of America
 غرافينغ, ألمانيا, Grafing,Germany
 غران, السعودية, Ghran,Saudi Arabia
 غراند رابيدز, الولايات المتحدة, Grand Rapids,United States of America
 غرايفسفالت, ألمانيا,Greifswald,Germany
 غرب دارفور, السودان, West Darfur State,Sudan
 غرداية, الجزائر, Ghardaia,Algeria
 غرديز, أفغانستان, Gardez,Afghanistan
 غرفنبرويش, ألمانيا,Grevenbroich,Germany
 غرمسوغيا, قبرص, Yermasoyia,Cyprus
 غرناطة, أسبانيا, Granada,Spain
 غرناطة, الكويت, Granada,Kuwait
 غرنة, قبرص, Kyrenia,Cyprus
 غرو غرام, الهند, Gurugram,India
 غروبندن, سويسرا, Grisons,Switzerland
 غرودكو, بولندا,Grodków,Poland
 غرودنو, روسيا البيضاء, Hrodna,Belarus
 غروزني, روسيا, Grozny,Russian Federation
 غرونوبل, فرنسا,Grenoble,France
 غريازي, روسيا, Gryazi,Russian Federation
 غريان, ليبيا, Gharyan,Libya
 غريس, الجزائر, Ghriss,Algeria
 غريمياتشينسك, روسيا, Gremyachinsk,Russian Federation
 غرينادا, جرينادا, Grenada,Grenada
 غرينلاند, جرينلاند, Greenland,Greenland
 غزة, فلسطين, Gaza, Palestinian
 غزني, أفغانستان, Ghazni,Afghanistan
 غزير, لبنان, Ghazir,Lebanon
 غضفان, عمان, Ghadfan,Oman
 غلاستونبري, المملكة المتحدة, Glastonbury,UK
 غلاسكو, المملكة المتحدة, Glasgow,UK
 غلبرغ, باكستان, Gulberg,Pakistan
 غلبهار, أفغانستان, Golbahar,Afghanistan
 غلج, اريتريا, Golij,Eritrea
 غلزنكيرشن, ألمانيا,Gelsenkirchen,Germany
 غلغت-بلتستان, باكستان, Gilgit-Baltistan,Pakistan
 غليزان, الجزائر, Relizane,Algeria
 غليفيتسه, بولندا,Gliwice,Poland
 غليلة, الامارات العربية المتحدة, Ghalilah,United Arab Emirates
 غماس, العراق, Ghammas,Iraq
 غمراسن, تونس, Ghomrassen,Tunisia
 غنت, بلجيكا, Ghent,Belgium
 غنتور, الهند, Guntur,India
 غنزات, الجزائر, Guenzet,Algeria
 غنغوه, الهند, Gangoh,India
 غنوش, تونس, Ghannouch,Tunisia
 غوآردا, البرتغال,Guarda,Portugal
 غواتيمالا, جواتيمالا, Guatemala,Guatemala
 غوادالاخارا, المكسيك, Guadalajara,Mexico
 غوادلوب, فرنسا, Guadeloupe,France
 غواري, باكستان, Ghawari,Pakistan
 غواش, تركيا,Gevaş,Turkey
 غوام, الولايات المتحدة, Guam,United States of America
 غوانزو, الصين, Guangzhou,China
 غوانغجو, كوريا الجنوبية, Gwangju,Korea 
 غوانغدونغ, الصين, Guangdong,China
 غوانغشوي, الصين, Guangshui,China
 غوانغيوان, الصين, Guangyuan,China
 غواهاتي, الهند, Guwahati,India
 غواياكيل, الاكوادور,Guayaquil,Ecuador
 غوباخا, روسيا, Gubakha,Russian Federation
 غوبو، واكاياما, اليابان, Gobo,Japan
 غوتا, ألمانيا,Gotha,Germany
 غوتسو، شيمانه, اليابان, Gotsu,Japan
 غوتنبرغ, السويد, Gothenburg,Sweden
 غوتو، ناغاساكي, اليابان, Goto,Japan
 غوتينبا، شيزوكا, اليابان, Gotemba,Japan
 غوتينغن, ألمانيا,Göttingen,Germany
 غوجرا, باكستان, Gojra,Pakistan
 غودي, اثيوبيا, Gode,Ethiopia
 غوديرميس, روسيا, Gudermes,Russian Federation
 غور, أفغانستان, Ghōr,Afghanistan
 غوراخبور, الهند, Gorakhpur,India
 غورلتس, ألمانيا,Görlitz,Germany
 غوروايور, الهند, Guruvayur,India
 غوري, تشاد, Goré,Chad
 غوري, موريتانيا, Gouraye,Mauritania
 غوري, النيجر,Gouré,Niger
 غوري (جورجيا), جورجيا, Gori,Georgia
 غوس-خروستالني, روسيا, Gus-Khrustalny,Russian Federation
 غوستاغايفسكايا, روسيا, Gostagayevskaya,Russian Federation
 غوستيفار, مقدونيا, Gostivar,North Macedonia
 غوسين، نييغاتا, اليابان, Gosen,Japan
 غوشوغاوارا، آوموري, اليابان, Goshogawara,Japan
 غوشين (كونيتيكت), الولايات المتحدة,Goshen,United States of America
 غوط الشعال, ليبيا, Ghot Alsha'al,Libya
 غوغان, ايران, Gugan,Iran 
 غوكوفو, روسيا, Gukovo,Russian Federation
 غولباشي, تركيا,Gölbaşı,Turkey
 غومبي, نيجيريا,Gombe,Nigeria
 غوميل, روسيا البيضاء, Homieĺ,Belarus
 غونا, الهند,Guna,India
 غونتسبورغ, ألمانيا,Günzburg,Germany
 غوندا, الهند,Gonda,India
 غوندام, مالي,Goundam,Mali
 غونكينغتشانغ, الصين, Gongqingcheng,China
 غوهانا, الهند,Gohana,India
 غويانيا, البرازيل, Goiânia,Brazil
 غويرو, زيمبابوي, Gweru,Zimbabwe
 غويلين, الصين, Guilin,China
 غيانا, فرنسا, French Guiana,France
 غيانا, غيانا, Guyana,Guyana
 غيتيغا, بوروندي, Gitega,Burundi
 غيداري, تشاد, Guidari,Chad
 غيدام, الهند,Gidam,India
 غيديماغا, موريتانيا, Guidimaka,Mauritania
 غيديوية, السنغال, Guédiawaye,Senegal
 غيرا, ألمانيا,Gera,Germany
 غيرستهوفن, ألمانيا,Gersthofen,Germany
 غيرسون, تركيا, Giresun,Turkey
 غيرمرينغ, ألمانيا,Germering,Germany
 غيرنايكا-لومو, أسبانيا, Guernica,Spain
 غيرنزي, جيرنزي, Guernsey,Guernsey
 غيرو، غيفو, اليابان, Gero,Japan
 غيريدا, تشاد, Guereda,Chad
 غيسن, ألمانيا,Gießen,Germany
 غيغو, تشاد, Gegou,Chad
 غيفلسبرغ, ألمانيا,Gevelsberg,Germany
 غيكيدو, غينيا,Guéckédou,Guinea
 غيل باوزير, اليمن, Ghayl Ba Wazir,Yemen
 غيلندنك, تشاد, Guélendeng,Chad
 غيلينجيك, روسيا, Gelendzhik,Russian Federation
 غيمان, اليمن, Ghayman,Yemen
 غينوان، أوكيناوا, اليابان, Ginowan,Japan
 غينيا, غينيا, Guinea,Guinea
 غينيا الاستوائية, غينيا الاستوائية, Equatorial Guinea,Equatorial Guinea
 غينيا-بيساو, غينيا بيساو, Guinea-Bissau,Guinea-Bissau
 غيودا، سايتاما, اليابان, Gyoda,Japan
 غيومري, أرمينيا, Gyumri,Armenia
 فائدة, العراق, Faidah,Iraq
 فابالنينكاس, ليتوانيا,Vabalninkas,Lithuania
 فاتاو, مالي,Fatao,Mali
 فاتح, تركيا,Fatih,Turkey
 فاتح بور, باكستان, Fateh Pur,Pakistan
 فاتشي, روسيا, Vachi,Russian Federation
 فاخروشيفي, أوكرانيا, Vakhrusheve,Ukraine
 فادا, تشاد, Fada,Chad
 فادودارا, الهند, Vadodara,India
 فادوز, ليختنشتاين, Vaduz,Liechtenstein
 فارازدين, كرواتيا,Varaždin,Croatia
 فارس, مصر, Faris,Egypt
 فارس, ايران, Fars,Iran 
 فارمينغتون, الولايات المتحدة, Farmington,United States of America
 فارنا, روسيا, Varna,Russian Federation
 فارنبوروغ, المملكة المتحدة, Farnborough,UK
 فارنياي, ليتوانيا,Varniai,Lithuania
 فارو, البرتغال, Faro,Portugal
 فارونيش, روسيا, Voronezh,Russian Federation
 فاس, المغرب, Fez,Morocco
 فاسالا, موريتانيا, Fassala,Mauritania
 فاسكو دا جاما, الهند, Vasco da Gama,India
 فاسيورينسكايا, روسيا, Vasyurinskaya,Russian Federation
 فاصي, اثيوبيا, Fatsi,Ethiopia
 فاضلكا, الهند, Fazilka,India
